image_name,damage,occlusion,crop
Co Rd 139/img/446_31.400940_-98.021135.png,1,0,0
Co Rd 139/img/447_31.400993_-98.021336.png,1,0,0
Co Rd 139/img/448_31.401047_-98.021537.png,1,0,0
Co Rd 139/img/449_31.401105_-98.021736.png,1,0,0
Co Rd 139/img/450_31.401164_-98.021935.png,1,0,0
Co Rd 139/img/451_31.401222_-98.022134.png,1,0,0
Co Rd 139/img/452_31.401281_-98.022333.png,0,0,0
Co Rd 139/img/453_31.401339_-98.022532.png,1,0,0
Co Rd 139/img/454_31.401398_-98.022731.png,0,0,0
Co Rd 139/img/455_31.401456_-98.022930.png,1,0,0
Co Rd 139/img/456_31.401513_-98.023129.png,1,0,0
Co Rd 139/img/457_31.401570_-98.023329.png,1,0,0
Co Rd 139/img/458_31.401626_-98.023529.png,1,0,0
Co Rd 139/img/459_31.401684_-98.023728.png,1,0,0
Co Rd 139/img/460_31.401741_-98.023928.png,1,0,0
Co Rd 139/img/461_31.401798_-98.024127.png,1,0,0
Co Rd 139/img/462_31.401853_-98.024328.png,1,0,1
Co Rd 139/img/463_31.401908_-98.024528.png,1,0,0
Co Rd 139/img/464_31.401963_-98.024728.png,1,0,0
Co Rd 139/img/465_31.402018_-98.024929.png,1,0,0
Co Rd 139/img/466_31.402081_-98.025126.png,0,0,0
Co Rd 139/img/467_31.402151_-98.025319.png,0,0,0
Co Rd 139/img/468_31.402234_-98.025506.png,1,0,0
Co Rd 139/img/469_31.402352_-98.025664.png,1,1,0
Co Rd 139/img/470_31.402483_-98.025809.png,1,1,0
Co Rd 139/img/471_31.402614_-98.025953.png,1,0,0
Co Rd 139/img/472_31.402745_-98.026098.png,1,0,0
Co Rd 139/img/473_31.402876_-98.026242.png,1,0,0
Co Rd 139/img/474_31.403007_-98.026387.png,1,0,0
Co Rd 139/img/475_31.403138_-98.026532.png,0,0,0
Co Rd 139/img/476_31.403269_-98.026676.png,0,0,0
Co Rd 139/img/477_31.403400_-98.026821.png,0,0,0
Co Rd 139/img/478_31.403531_-98.026966.png,1,0,0
Co Rd 139/img/479_31.403662_-98.027110.png,0,0,0
Co Rd 139/img/480_31.403793_-98.027255.png,1,0,0
Co Rd 139/img/481_31.403909_-98.027417.png,0,0,0
Co Rd 139/img/482_31.404022_-98.027580.png,1,0,0
Co Rd 139/img/483_31.404135_-98.027744.png,0,0,0
Co Rd 139/img/484_31.404245_-98.027911.png,1,0,0
Co Rd 139/img/485_31.404359_-98.028073.png,1,0,0
Co Rd 139/img/486_31.404497_-98.028206.png,1,0,0
Co Rd 139/img/487_31.404668_-98.028272.png,1,0,1
Co Rd 139/img/488_31.404848_-98.028286.png,1,0,0
Co Rd 139/img/489_31.405025_-98.028258.png,0,0,0
Co Rd 139/img/490_31.405196_-98.028191.png,0,1,0
Co Rd 139/img/491_31.405367_-98.028124.png,0,0,0
Co Rd 139/img/492_31.405538_-98.028057.png,0,0,0
Co Rd 139/img/493_31.405709_-98.027990.png,0,0,1
Co Rd 139/img/494_31.405880_-98.027923.png,0,0,0
Co Rd 139/img/495_31.406051_-98.027856.png,0,0,0
Co Rd 139/img/496_31.406222_-98.027789.png,1,0,0
Co Rd 139/img/497_31.406393_-98.027722.png,1,0,0
Co Rd 139/img/498_31.406564_-98.027655.png,0,0,0
Co Rd 139/img/499_31.406736_-98.027590.png,0,0,1
Co Rd 139/img/500_31.406908_-98.027526.png,1,0,0
Co Rd 139/img/501_31.407080_-98.027462.png,0,0,0
Co Rd 139/img/502_31.407252_-98.027398.png,0,0,0
Co Rd 139/img/503_31.407426_-98.027344.png,1,1,0
Co Rd 139/img/504_31.407515_-98.027321.png,1,0,0
Co Rd 182/img/000_31.497258_-98.000687.png,0,0,0
Co Rd 182/img/001_31.497438_-98.000683.png,1,0,0
Co Rd 182/img/002_31.497611_-98.000623.png,1,0,0
Co Rd 182/img/003_31.497782_-98.000556.png,0,0,0
Co Rd 182/img/004_31.497952_-98.000489.png,1,0,0
Co Rd 182/img/005_31.498123_-98.000422.png,1,0,0
Co Rd 182/img/006_31.498294_-98.000354.png,1,0,0
Co Rd 182/img/007_31.498466_-98.000287.png,1,0,0
Co Rd 182/img/008_31.498637_-98.000223.png,1,0,0
Co Rd 182/img/009_31.498809_-98.000158.png,1,0,0
Co Rd 182/img/010_31.498980_-98.000093.png,1,0,0
Co Rd 182/img/011_31.499152_-98.000028.png,1,0,0
Co Rd 182/img/012_31.499324_-97.999963.png,1,0,0
Co Rd 182/img/013_31.499495_-97.999898.png,1,0,0
Co Rd 182/img/014_31.499667_-97.999833.png,1,0,0
Co Rd 182/img/015_31.499839_-97.999768.png,1,0,0
Co Rd 182/img/016_31.500010_-97.999703.png,1,0,0
Co Rd 182/img/017_31.500182_-97.999638.png,1,0,0
Co Rd 182/img/018_31.500354_-97.999573.png,1,0,0
Co Rd 182/img/019_31.500525_-97.999509.png,1,0,0
Co Rd 182/img/020_31.500697_-97.999444.png,0,0,0
Co Rd 182/img/021_31.500869_-97.999379.png,1,0,0
Co Rd 182/img/022_31.501040_-97.999314.png,0,0,0
Co Rd 182/img/023_31.501212_-97.999249.png,1,0,0
Co Rd 182/img/024_31.501384_-97.999184.png,1,0,0
Co Rd 182/img/025_31.501555_-97.999119.png,1,0,0
Co Rd 182/img/026_31.501727_-97.999055.png,1,0,0
Co Rd 182/img/027_31.501899_-97.998990.png,1,0,0
Co Rd 182/img/028_31.502070_-97.998925.png,1,0,0
Co Rd 182/img/029_31.502242_-97.998860.png,1,0,0
Co Rd 182/img/030_31.502414_-97.998795.png,0,0,0
Co Rd 182/img/031_31.502585_-97.998729.png,0,0,0
Co Rd 182/img/032_31.502756_-97.998663.png,1,0,0
Co Rd 182/img/033_31.502927_-97.998596.png,1,0,0
Co Rd 182/img/034_31.503099_-97.998530.png,1,0,0
Co Rd 182/img/035_31.503270_-97.998464.png,0,0,0
Co Rd 182/img/036_31.503441_-97.998398.png,0,0,0
Co Rd 182/img/037_31.503612_-97.998331.png,1,0,0
Co Rd 182/img/038_31.503784_-97.998265.png,0,0,0
Co Rd 182/img/039_31.503955_-97.998199.png,1,0,0
Co Rd 182/img/040_31.504126_-97.998132.png,1,0,0
Co Rd 182/img/041_31.504297_-97.998066.png,1,0,0
Co Rd 182/img/042_31.504469_-97.997999.png,1,0,0
Co Rd 182/img/043_31.504640_-97.997932.png,1,0,0
Co Rd 182/img/044_31.504811_-97.997865.png,1,0,0
Co Rd 182/img/045_31.504982_-97.997798.png,0,0,0
Co Rd 182/img/046_31.505153_-97.997731.png,1,0,0
Co Rd 182/img/047_31.505324_-97.997664.png,0,0,0
Co Rd 182/img/048_31.505498_-97.997626.png,0,0,0
Co Rd 182/img/049_31.505638_-97.997739.png,0,1,0
Co Rd 182/img/050_31.505703_-97.997936.png,0,0,0
Co Rd 182/img/051_31.505767_-97.998133.png,0,0,0
Co Rd 182/img/052_31.505831_-97.998330.png,1,0,0
Co Rd 182/img/053_31.505967_-97.998453.png,1,0,0
Co Rd 182/img/054_31.506144_-97.998421.png,1,0,0
Co Rd 182/img/055_31.506317_-97.998359.png,1,0,0
Co Rd 182/img/056_31.506488_-97.998292.png,1,0,0
Co Rd 182/img/057_31.506658_-97.998223.png,1,0,0
Co Rd 182/img/058_31.506829_-97.998155.png,1,0,0
Co Rd 182/img/059_31.507000_-97.998087.png,1,0,0
Co Rd 182/img/060_31.507170_-97.998019.png,1,0,0
Co Rd 182/img/061_31.507341_-97.997951.png,1,0,0
Co Rd 182/img/062_31.507513_-97.997886.png,0,0,0
Co Rd 182/img/063_31.507684_-97.997820.png,0,0,0
Co Rd 182/img/064_31.507856_-97.997755.png,1,0,1
Co Rd 182/img/065_31.508027_-97.997689.png,1,0,0
Co Rd 182/img/066_31.508199_-97.997624.png,0,0,0
Co Rd 182/img/067_31.508370_-97.997559.png,0,0,0
Co Rd 182/img/068_31.508542_-97.997493.png,0,0,0
Co Rd 182/img/069_31.508713_-97.997428.png,1,0,0
Co Rd 182/img/070_31.508885_-97.997362.png,1,0,0
Co Rd 182/img/071_31.509056_-97.997297.png,1,0,0
Co Rd 182/img/072_31.509228_-97.997232.png,1,0,0
Co Rd 182/img/073_31.509399_-97.997166.png,1,0,0
Co Rd 182/img/074_31.509571_-97.997101.png,1,0,0
Co Rd 182/img/075_31.509742_-97.997036.png,1,0,0
Co Rd 182/img/076_31.509914_-97.996970.png,1,0,0
Co Rd 182/img/077_31.510085_-97.996905.png,1,0,0
Co Rd 182/img/078_31.510257_-97.996839.png,0,0,0
Co Rd 182/img/079_31.510428_-97.996774.png,0,0,0
Co Rd 182/img/080_31.510600_-97.996709.png,0,0,0
Co Rd 182/img/081_31.510771_-97.996643.png,0,0,0
Co Rd 182/img/082_31.510943_-97.996578.png,0,0,0
Co Rd 182/img/083_31.511114_-97.996513.png,1,0,0
Co Rd 182/img/084_31.511286_-97.996447.png,1,0,0
Co Rd 182/img/085_31.511458_-97.996382.png,1,0,1
Co Rd 182/img/086_31.511629_-97.996316.png,1,0,0
Co Rd 182/img/087_31.511801_-97.996251.png,1,0,0
Co Rd 182/img/088_31.511972_-97.996185.png,1,0,0
Co Rd 182/img/089_31.512143_-97.996120.png,1,0,0
Co Rd 182/img/090_31.512315_-97.996054.png,1,0,0
Co Rd 182/img/091_31.512487_-97.995989.png,1,0,0
Co Rd 182/img/092_31.512658_-97.995924.png,1,0,0
Co Rd 182/img/093_31.512830_-97.995858.png,1,0,0
Co Rd 182/img/094_31.513001_-97.995793.png,1,0,0
Co Rd 182/img/095_31.513173_-97.995728.png,1,0,0
Co Rd 182/img/096_31.513344_-97.995662.png,1,0,0
Co Rd 182/img/097_31.513516_-97.995597.png,1,0,0
Co Rd 182/img/098_31.513687_-97.995532.png,1,0,0
Co Rd 182/img/099_31.513859_-97.995466.png,1,0,0
Co Rd 182/img/100_31.514030_-97.995401.png,1,0,0
Co Rd 182/img/101_31.514202_-97.995336.png,1,0,0
Co Rd 182/img/102_31.514372_-97.995268.png,1,0,0
Co Rd 182/img/103_31.514543_-97.995198.png,1,0,0
Co Rd 182/img/104_31.514713_-97.995127.png,1,0,0
Co Rd 182/img/105_31.514869_-97.995028.png,1,0,0
Co Rd 182/img/106_31.514886_-97.994829.png,1,0,0
Co Rd 182/img/107_31.514835_-97.994627.png,0,0,0
Co Rd 182/img/108_31.514779_-97.994427.png,0,0,0
Co Rd 182/img/109_31.514723_-97.994226.png,1,0,0
Co Rd 182/img/110_31.514667_-97.994026.png,1,0,0
Co Rd 182/img/111_31.514618_-97.993824.png,1,0,0
Co Rd 182/img/112_31.514703_-97.993657.png,0,0,0
Co Rd 182/img/113_31.514870_-97.993577.png,1,0,0
Co Rd 182/img/114_31.515040_-97.993506.png,1,0,0
Co Rd 182/img/115_31.515210_-97.993434.png,1,0,0
Co Rd 182/img/116_31.515379_-97.993363.png,1,0,0
Co Rd 182/img/117_31.515549_-97.993291.png,1,0,0
Co Rd 182/img/118_31.515719_-97.993221.png,1,0,0
Co Rd 182/img/119_31.515891_-97.993156.png,1,0,0
Co Rd 182/img/120_31.516062_-97.993091.png,0,0,0
Co Rd 182/img/121_31.516234_-97.993026.png,1,0,0
Co Rd 182/img/122_31.516406_-97.992961.png,1,0,0
Co Rd 182/img/123_31.516577_-97.992896.png,1,0,0
Co Rd 182/img/124_31.516749_-97.992830.png,1,0,1
Co Rd 182/img/125_31.516920_-97.992765.png,1,0,0
Co Rd 182/img/126_31.517092_-97.992700.png,1,0,0
Co Rd 182/img/127_31.517264_-97.992635.png,1,0,0
Co Rd 182/img/128_31.517435_-97.992570.png,1,0,0
Co Rd 182/img/129_31.517607_-97.992505.png,1,0,1
Co Rd 182/img/130_31.517778_-97.992440.png,1,0,0
Co Rd 182/img/131_31.517950_-97.992375.png,1,0,0
Co Rd 182/img/132_31.518122_-97.992310.png,1,0,0
Co Rd 182/img/133_31.518293_-97.992245.png,1,0,0
Co Rd 182/img/134_31.518465_-97.992179.png,1,0,0
Co Rd 182/img/135_31.518636_-97.992112.png,1,0,0
Co Rd 182/img/136_31.518807_-97.992045.png,1,0,0
Co Rd 182/img/137_31.518978_-97.991978.png,1,0,0
Co Rd 182/img/138_31.519149_-97.991912.png,1,0,0
Co Rd 182/img/139_31.519320_-97.991845.png,1,0,0
Co Rd 182/img/140_31.519491_-97.991778.png,1,0,0
Co Rd 182/img/141_31.519663_-97.991713.png,0,0,0
Co Rd 182/img/142_31.519834_-97.991645.png,1,0,0
Co Rd 182/img/143_31.520004_-97.991576.png,1,0,0
Co Rd 182/img/144_31.520175_-97.991508.png,1,0,0
Co Rd 182/img/145_31.520345_-97.991439.png,0,0,0
Co Rd 182/img/146_31.520517_-97.991374.png,1,1,0
Co Rd 182/img/147_31.520688_-97.991309.png,1,1,0
Co Rd 182/img/148_31.520860_-97.991243.png,1,1,0
Co Rd 182/img/149_31.521032_-97.991178.png,1,0,0
Co Rd 182/img/150_31.521203_-97.991114.png,1,1,0
Co Rd 182/img/151_31.521372_-97.991039.png,0,0,0
Co Rd 182/img/152_31.521540_-97.990964.png,1,0,0
Co Rd 182/img/153_31.521709_-97.990888.png,1,0,0
Co Rd 182/img/154_31.521878_-97.990814.png,1,0,0
Co Rd 182/img/155_31.522046_-97.990739.png,1,0,0
Co Rd 182/img/156_31.522215_-97.990664.png,1,0,0
Co Rd 182/img/157_31.522384_-97.990592.png,1,0,1
Co Rd 182/img/158_31.522555_-97.990524.png,0,0,0
Co Rd 182/img/159_31.522726_-97.990456.png,1,0,0
Co Rd 182/img/160_31.522897_-97.990389.png,1,0,0
Co Rd 182/img/161_31.523068_-97.990321.png,0,1,0
Co Rd 182/img/162_31.523238_-97.990250.png,0,0,1
Co Rd 182/img/163_31.523407_-97.990177.png,1,0,0
Co Rd 182/img/164_31.523579_-97.990111.png,0,1,0
Co Rd 182/img/165_31.523750_-97.990046.png,0,0,0
Co Rd 182/img/166_31.523921_-97.989980.png,0,0,0
Co Rd 182/img/167_31.524093_-97.989914.png,0,0,0
Co Rd 182/img/168_31.524264_-97.989848.png,0,0,1
Co Rd 182/img/169_31.524435_-97.989781.png,1,0,0
Co Rd 182/img/170_31.524605_-97.989711.png,0,0,0
Co Rd 182/img/171_31.524776_-97.989643.png,0,0,0
Co Rd 182/img/172_31.524947_-97.989574.png,0,0,0
Co Rd 182/img/173_31.525117_-97.989506.png,0,0,0
Co Rd 182/img/174_31.525288_-97.989437.png,1,0,0
Co Rd 182/img/175_31.525458_-97.989368.png,1,0,0
Co Rd 182/img/176_31.525629_-97.989300.png,1,0,0
Co Rd 182/img/177_31.525800_-97.989232.png,1,0,0
Co Rd 182/img/178_31.525971_-97.989164.png,0,0,0
Co Rd 182/img/179_31.526142_-97.989097.png,1,0,0
Co Rd 182/img/180_31.526313_-97.989030.png,0,0,0
Co Rd 182/img/181_31.526484_-97.988963.png,0,1,0
Co Rd 182/img/182_31.526655_-97.988896.png,1,0,0
Co Rd 182/img/183_31.526826_-97.988829.png,1,0,0
Co Rd 182/img/184_31.526997_-97.988762.png,1,1,0
Co Rd 182/img/185_31.527168_-97.988694.png,1,0,0
Co Rd 182/img/186_31.527339_-97.988628.png,0,0,0
Co Rd 182/img/187_31.527511_-97.988563.png,1,0,0
Co Rd 182/img/188_31.527683_-97.988499.png,1,0,0
Co Rd 182/img/189_31.527854_-97.988434.png,1,1,0
Co Rd 182/img/190_31.528024_-97.988363.png,0,0,0
Co Rd 182/img/191_31.528193_-97.988289.png,0,0,0
Co Rd 182/img/192_31.528363_-97.988217.png,0,1,0
Co Rd 182/img/193_31.528532_-97.988146.png,1,1,0
Co Rd 182/img/194_31.528702_-97.988076.png,1,1,0
Co Rd 182/img/195_31.528872_-97.988005.png,0,1,0
Co Rd 182/img/196_31.529043_-97.987935.png,1,0,0
Co Rd 182/img/197_31.529213_-97.987866.png,1,0,0
Co Rd 182/img/198_31.529385_-97.987804.png,1,1,0
Co Rd 182/img/199_31.529558_-97.987742.png,0,1,0
Co Rd 182/img/200_31.529730_-97.987680.png,0,1,0
Co Rd 182/img/201_31.529903_-97.987618.png,0,1,0
Co Rd 182/img/202_31.530075_-97.987556.png,0,1,0
Co Rd 182/img/203_31.530247_-97.987494.png,0,1,0
Co Rd 182/img/204_31.530420_-97.987431.png,1,1,0
Co Rd 182/img/205_31.530592_-97.987369.png,1,1,0
Co Rd 182/img/206_31.530765_-97.987307.png,1,1,0
Co Rd 182/img/207_31.530937_-97.987245.png,0,1,0
Co Rd 182/img/208_31.531110_-97.987184.png,0,1,0
Co Rd 182/img/209_31.531281_-97.987118.png,1,1,0
Co Rd 182/img/210_31.531453_-97.987052.png,1,0,0
Co Rd 182/img/211_31.531624_-97.986986.png,1,0,0
Co Rd 182/img/212_31.531795_-97.986921.png,1,1,0
Co Rd 182/img/213_31.531967_-97.986855.png,0,1,0
Co Rd 182/img/214_31.532138_-97.986789.png,1,1,0
Co Rd 182/img/215_31.532310_-97.986723.png,1,0,0
Co Rd 182/img/216_31.532481_-97.986657.png,1,1,0
Co Rd 182/img/217_31.532652_-97.986592.png,1,0,0
Co Rd 182/img/218_31.532824_-97.986526.png,1,0,0
Co Rd 182/img/219_31.532995_-97.986461.png,1,1,0
Co Rd 182/img/220_31.533167_-97.986394.png,0,1,0
Co Rd 182/img/221_31.533338_-97.986327.png,0,1,0
Co Rd 182/img/222_31.533509_-97.986260.png,0,1,0
Co Rd 182/img/223_31.533680_-97.986193.png,0,0,0
Co Rd 182/img/224_31.533851_-97.986126.png,0,0,0
Co Rd 182/img/225_31.534022_-97.986059.png,0,0,0
Co Rd 182/img/226_31.534193_-97.985992.png,1,0,0
Co Rd 182/img/227_31.534364_-97.985925.png,1,0,0
Co Rd 182/img/228_31.534535_-97.985859.png,1,0,0
Co Rd 182/img/229_31.534706_-97.985792.png,0,1,0
Co Rd 182/img/230_31.534877_-97.985725.png,1,1,0
Co Rd 182/img/231_31.535049_-97.985658.png,1,0,0
Co Rd 182/img/232_31.535220_-97.985593.png,1,0,0
Co Rd 182/img/233_31.535392_-97.985528.png,1,1,0
Co Rd 182/img/234_31.535563_-97.985463.png,0,1,0
Co Rd 182/img/235_31.535735_-97.985399.png,0,1,0
Co Rd 182/img/236_31.535907_-97.985334.png,0,1,0
Co Rd 182/img/237_31.536078_-97.985269.png,0,0,0
Co Rd 182/img/238_31.536250_-97.985202.png,0,0,0
Co Rd 182/img/239_31.536421_-97.985136.png,0,0,0
Co Rd 182/img/240_31.536592_-97.985069.png,0,0,0
Co Rd 182/img/241_31.536763_-97.985003.png,0,1,0
Co Rd 182/img/242_31.536934_-97.984936.png,1,1,0
Co Rd 182/img/243_31.537106_-97.984870.png,0,1,0
Co Rd 182/img/244_31.537277_-97.984804.png,0,1,0
Co Rd 182/img/245_31.537448_-97.984737.png,0,1,1
Co Rd 182/img/246_31.537619_-97.984671.png,0,1,0
Co Rd 182/img/247_31.537791_-97.984604.png,0,0,0
Co Rd 182/img/248_31.537962_-97.984538.png,0,0,0
Co Rd 182/img/249_31.538133_-97.984471.png,0,0,0
Co Rd 182/img/250_31.538305_-97.984407.png,1,0,0
Co Rd 182/img/251_31.538477_-97.984343.png,0,0,1
Co Rd 182/img/252_31.538649_-97.984280.png,0,0,0
Co Rd 182/img/253_31.538821_-97.984216.png,0,1,0
Co Rd 182/img/254_31.538993_-97.984153.png,0,1,0
Co Rd 182/img/255_31.539165_-97.984089.png,0,1,0
Co Rd 182/img/256_31.539337_-97.984026.png,1,1,1
Co Rd 182/img/257_31.539509_-97.983963.png,1,1,0
Co Rd 182/img/258_31.539681_-97.983899.png,0,1,0
Co Rd 182/img/259_31.539853_-97.983836.png,0,0,0
Co Rd 182/img/260_31.540024_-97.983767.png,1,1,0
Co Rd 182/img/261_31.540195_-97.983699.png,1,0,0
Co Rd 182/img/262_31.540365_-97.983631.png,0,1,0
Co Rd 182/img/263_31.540536_-97.983563.png,0,0,0
Co Rd 182/img/264_31.540707_-97.983495.png,1,0,0
Co Rd 182/img/265_31.540878_-97.983427.png,0,1,0
Co Rd 182/img/266_31.541049_-97.983361.png,0,0,0
Co Rd 182/img/267_31.541220_-97.983294.png,0,0,0
Co Rd 182/img/268_31.541391_-97.983228.png,1,0,0
Co Rd 182/img/269_31.541562_-97.983161.png,0,1,0
Co Rd 182/img/270_31.541734_-97.983095.png,0,1,0
Co Rd 182/img/271_31.541905_-97.983028.png,0,1,0
Co Rd 182/img/272_31.542076_-97.982962.png,1,1,0
Co Rd 182/img/273_31.542247_-97.982895.png,1,1,0
Co Rd 182/img/274_31.542419_-97.982829.png,1,1,0
Co Rd 182/img/275_31.542590_-97.982763.png,1,1,0
Co Rd 182/img/276_31.542761_-97.982696.png,1,1,0
Co Rd 182/img/277_31.542932_-97.982630.png,1,1,0
Co Rd 182/img/278_31.543104_-97.982564.png,1,1,0
Co Rd 182/img/279_31.543275_-97.982498.png,0,0,0
Co Rd 182/img/280_31.543445_-97.982429.png,1,1,0
Co Rd 182/img/281_31.543616_-97.982360.png,0,0,0
Co Rd 182/img/282_31.543787_-97.982292.png,0,1,0
Co Rd 182/img/283_31.543961_-97.982240.png,0,1,0
Co Rd 182/img/284_31.544140_-97.982220.png,0,0,0
Co Rd 182/img/285_31.544305_-97.982140.png,0,0,1
Co Rd 182/img/286_31.544468_-97.982048.png,1,1,0
Co Rd 182/img/287_31.544635_-97.981970.png,1,1,0
Co Rd 182/img/288_31.544806_-97.981902.png,1,0,0
Co Rd 182/img/289_31.544977_-97.981833.png,1,1,0
Co Rd 182/img/290_31.545148_-97.981768.png,1,1,1
Co Rd 182/img/291_31.545321_-97.981707.png,1,1,0
Co Rd 182/img/292_31.545493_-97.981645.png,1,1,0
Co Rd 182/img/293_31.545666_-97.981583.png,1,0,0
Co Rd 182/img/294_31.545837_-97.981516.png,1,0,0
Co Rd 182/img/295_31.546008_-97.981449.png,1,0,0
Co Rd 182/img/296_31.546179_-97.981382.png,0,0,0
Co Rd 182/img/297_31.546350_-97.981315.png,0,0,1
Co Rd 182/img/298_31.546521_-97.981248.png,1,0,0
Co Rd 182/img/299_31.546692_-97.981181.png,1,0,0
Co Rd 182/img/300_31.546863_-97.981114.png,0,0,0
Co Rd 182/img/301_31.547034_-97.981047.png,1,0,0
Co Rd 182/img/302_31.547205_-97.980980.png,1,0,0
Co Rd 182/img/303_31.547376_-97.980913.png,1,0,0
Co Rd 182/img/304_31.547547_-97.980846.png,1,0,0
Co Rd 182/img/305_31.547718_-97.980779.png,0,0,0
Co Rd 182/img/306_31.547890_-97.980713.png,1,0,0
Co Rd 182/img/307_31.548061_-97.980646.png,1,0,0
Co Rd 182/img/308_31.548232_-97.980579.png,0,1,0
Co Rd 182/img/309_31.548403_-97.980512.png,0,0,0
Co Rd 182/img/310_31.548574_-97.980445.png,1,0,0
Co Rd 182/img/311_31.548745_-97.980379.png,1,0,0
Co Rd 182/img/312_31.548916_-97.980312.png,0,1,0
Co Rd 182/img/313_31.549088_-97.980246.png,0,0,0
Co Rd 182/img/314_31.549259_-97.980180.png,0,0,0
Co Rd 182/img/315_31.549430_-97.980114.png,0,0,0
Co Rd 182/img/316_31.549603_-97.980051.png,0,0,0
Co Rd 182/img/317_31.549775_-97.979990.png,0,1,0
Co Rd 182/img/318_31.549948_-97.979929.png,1,1,0
Co Rd 182/img/319_31.550121_-97.979868.png,0,0,1
Co Rd 182/img/320_31.550294_-97.979808.png,0,0,0
Co Rd 182/img/321_31.550466_-97.979747.png,0,1,0
Co Rd 182/img/322_31.550638_-97.979683.png,0,1,0
Co Rd 182/img/323_31.550810_-97.979619.png,0,1,0
Co Rd 182/img/324_31.550982_-97.979555.png,1,1,0
Co Rd 182/img/325_31.551154_-97.979492.png,0,1,0
Co Rd 182/img/326_31.551326_-97.979428.png,1,0,0
Co Rd 182/img/327_31.551498_-97.979364.png,1,0,0
Co Rd 182/img/328_31.551670_-97.979301.png,1,1,0
Co Rd 182/img/329_31.551842_-97.979237.png,0,0,0
Co Rd 182/img/330_31.552014_-97.979173.png,0,0,0
Co Rd 182/img/331_31.552186_-97.979110.png,0,1,0
Co Rd 182/img/332_31.552358_-97.979047.png,0,0,0
Co Rd 182/img/333_31.552530_-97.978984.png,1,1,0
Co Rd 182/img/334_31.552703_-97.978920.png,0,0,0
Co Rd 182/img/335_31.552875_-97.978857.png,1,0,0
Co Rd 182/img/336_31.553047_-97.978794.png,0,0,0
Co Rd 182/img/337_31.553219_-97.978731.png,0,0,0
Co Rd 182/img/338_31.553391_-97.978668.png,0,0,0
Co Rd 182/img/339_31.553563_-97.978604.png,0,0,0
Co Rd 182/img/340_31.553735_-97.978541.png,0,0,0
Co Rd 182/img/341_31.553907_-97.978478.png,0,1,0
Co Rd 182/img/342_31.554080_-97.978415.png,1,1,0
Co Rd 182/img/343_31.554252_-97.978352.png,0,0,0
Co Rd 182/img/344_31.554424_-97.978289.png,0,1,0
Co Rd 182/img/345_31.554596_-97.978226.png,1,1,0
Co Rd 182/img/346_31.554768_-97.978163.png,1,0,0
Co Rd 182/img/347_31.554940_-97.978098.png,0,0,0
Co Rd 182/img/348_31.555111_-97.978032.png,0,0,0
Co Rd 182/img/349_31.555283_-97.977967.png,1,1,0
Co Rd 182/img/350_31.555454_-97.977902.png,0,1,0
Co Rd 182/img/351_31.555626_-97.977836.png,1,0,0
Co Rd 182/img/352_31.555797_-97.977771.png,1,1,0
Co Rd 182/img/353_31.555969_-97.977706.png,1,0,0
Co Rd 182/img/354_31.556141_-97.977640.png,1,0,0
Co Rd 182/img/355_31.556312_-97.977575.png,0,0,0
Co Rd 182/img/356_31.556483_-97.977506.png,0,0,0
Co Rd 182/img/357_31.556653_-97.977437.png,1,1,0
Co Rd 182/img/358_31.556824_-97.977369.png,1,0,0
Co Rd 182/img/359_31.556994_-97.977300.png,1,0,0
Co Rd 182/img/360_31.557165_-97.977231.png,0,0,0
Co Rd 182/img/361_31.557335_-97.977161.png,1,1,0
Co Rd 182/img/362_31.557504_-97.977088.png,0,0,0
Co Rd 182/img/363_31.557673_-97.977015.png,1,0,0
Co Rd 182/img/364_31.557843_-97.976942.png,1,0,0
Co Rd 182/img/365_31.558012_-97.976869.png,1,1,0
Co Rd 182/img/366_31.558182_-97.976797.png,1,1,0
Co Rd 182/img/367_31.558351_-97.976724.png,0,0,0
Co Rd 182/img/368_31.558520_-97.976652.png,0,0,0
Co Rd 182/img/369_31.558690_-97.976581.png,0,0,0
Co Rd 182/img/370_31.558861_-97.976513.png,0,1,0
Co Rd 182/img/371_31.559032_-97.976447.png,0,0,0
Co Rd 182/img/372_31.559204_-97.976382.png,0,0,0
Co Rd 182/img/373_31.559376_-97.976317.png,0,1,0
Co Rd 182/img/374_31.559547_-97.976252.png,1,1,0
Co Rd 182/img/375_31.559719_-97.976186.png,1,0,0
Co Rd 182/img/376_31.559890_-97.976121.png,1,0,0
Co Rd 182/img/377_31.560062_-97.976056.png,0,1,0
Co Rd 182/img/378_31.560234_-97.975991.png,0,0,0
Co Rd 182/img/379_31.560405_-97.975926.png,0,0,0
Co Rd 182/img/380_31.560577_-97.975861.png,1,0,0
Co Rd 182/img/381_31.560748_-97.975796.png,1,0,0
Co Rd 182/img/382_31.560920_-97.975731.png,0,0,0
Co Rd 182/img/383_31.561091_-97.975664.png,1,0,0
Co Rd 182/img/384_31.561248_-97.975567.png,1,0,0
Co Rd 182/img/385_31.561292_-97.975366.png,1,1,0
Co Rd 182/img/386_31.561280_-97.975156.png,1,1,0
Co Rd 182/img/387_31.561268_-97.974946.png,1,1,0
Co Rd 182/img/388_31.561256_-97.974736.png,1,1,0
Co Rd 182/img/389_31.561252_-97.974525.png,1,1,0
Co Rd 182/img/390_31.561251_-97.974314.png,1,1,1
Co Rd 182/img/391_31.561281_-97.974107.png,1,1,0
